BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;GESCHLECHT_CODE;GESCHLECHT_BEZEICHNUNG;NATIONALITAET_CODE;NATIONALITAET_BEZEICHNUNG;ANZAHL_PERSONEN;MALE;FEMALE;SWISS;NOTSWISS
4751;Rickenbach;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;856;1398;1373;1752;1019
4751;Rickenbach;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;542; ;;;
4751;Rickenbach;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;896;;;;
4751;Rickenbach;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;477;;;;
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;409;449;417;794;72
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;40; ;;;
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;385;;;;
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;32;;;;
4761;Sirnach;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;2899;3917;3816;5871;1862
4761;Sirnach;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;1018; ;;;
4761;Sirnach;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;2972;;;;
4761;Sirnach;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;844;;;;
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;663;808;793;1332;269
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;145; ;;;
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;669;;;;
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;124;;;;
4781;Wängi;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;2072;2436;2261;3991;706
4781;Wängi;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;364; ;;;
4781;Wängi;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1919;;;;
4781;Wängi;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;342;;;;
4786;Wilen;2014;Bezirk Münchwilen;2018;1;Männlich;1;Schweiz;1104;1278;1234;2197;315
4786;Wilen;2014;Bezirk Münchwilen;2018;1;Männlich;2;Ausland;174; ;;;
4786;Wilen;2014;Bezirk Münchwilen;2018;2;Weiblich;1;Schweiz;1093;;;;
4786;Wilen;2014;Bezirk Münchwilen;2018;2;Weiblich;2;Ausland;141;;;;
4791;Wuppenau;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;524;566;545;1039;72
4791;Wuppenau;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;42; ;;;
4791;Wuppenau;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;515;;;;
4791;Wuppenau;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;30;;;;
4801;Berlingen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;328;446;447;677;216
4801;Berlingen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;118; ;;;
4801;Berlingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;349;;;;
4801;Berlingen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;98;;;;
4806;Eschenz;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;706;882;859;1423;318
4806;Eschenz;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;176; ;;;
4806;Eschenz;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;717;;;;
4806;Eschenz;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;142;;;;
4811;Herdern;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;486;546;531;975;102
4811;Herdern;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;60; ;;;
4811;Herdern;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;489;;;;
4811;Herdern;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;42;;;;
4816;Homburg;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;682;753;789;1414;128
4816;Homburg;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;71; ;;;
4816;Homburg;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;732;;;;
4816;Homburg;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;57;;;;
4821;Hüttwilen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;771;862;864;1553;173
4821;Hüttwilen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;91; ;;;
4821;Hüttwilen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;782;;;;
4821;Hüttwilen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;82;;;;
4826;Mammern;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;235;323;328;479;172
4826;Mammern;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;88; ;;;
4826;Mammern;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;244;;;;
4826;Mammern;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;84;;;;
4831;Müllheim;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1218;1507;1473;2468;512
4831;Müllheim;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;289; ;;;
4831;Müllheim;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1250;;;;
4831;Müllheim;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;223;;;;
4841;Pfyn;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;840;1004;1006;1723;287
4841;Pfyn;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;164; ;;;
4841;Pfyn;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;883;;;;
4841;Pfyn;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;123;;;;
4846;Raperswilen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;192;217;197;371;43
4846;Raperswilen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;25; ;;;
4846;Raperswilen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;179;;;;
4846;Raperswilen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;18;;;;
4851;Salenstein;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;471;661;657;957;361
4851;Salenstein;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;190; ;;;
4851;Salenstein;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;486;;;;
4851;Salenstein;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;171;;;;
4864;Steckborn;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1342;1906;1836;2770;972
4864;Steckborn;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;564; ;;;
4864;Steckborn;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1428;;;;
4864;Steckborn;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;408;;;;
4871;Wagenhausen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;638;825;853;1328;350
4871;Wagenhausen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;187; ;;;
4871;Wagenhausen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;690;;;;
4871;Wagenhausen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;163;;;;
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;603;687;654;1204;137
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;84; ;;;
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;601;;;;
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;53;;;;
4891;Berg;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1459;1712;1694;2934;472
4891;Berg;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;253; ;;;
4891;Berg;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1475;;;;
4891;Berg;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;219;;;;
4901;Birwinken;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;573;649;672;1170;151
4901;Birwinken;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;76; ;;;
4901;Birwinken;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;597;;;;
4901;Birwinken;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;75;;;;
4911;Bürglen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1326;1968;1867;2703;1132
4911;Bürglen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;642; ;;;
4911;Bürglen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1377;;;;
4911;Bürglen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;490;;;;
4921;Bussnang;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1018;1215;1127;2007;335
4921;Bussnang;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;197; ;;;
4921;Bussnang;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;989;;;;
4921;Bussnang;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;138;;;;
4941;Märstetten;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1239;1455;1430;2487;398
4941;Märstetten;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;216; ;;;
4941;Märstetten;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1248;;;;
4941;Märstetten;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;182;;;;
4946;Weinfelden;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;4419;5799;5684;8918;2565
4946;Weinfelden;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;1380; ;;;
4946;Weinfelden;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;4499;;;;
4946;Weinfelden;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;1185;;;;
4951;Wigoltingen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1050;1259;1188;2068;379
4951;Wigoltingen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;209; ;;;
4951;Wigoltingen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1018;;;;
4951;Wigoltingen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;170;;;;
4401;Arbon;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;4701;7198;7232;9787;4643
4401;Arbon;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;2497; ;;;
4401;Arbon;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;5086;;;;
4401;Arbon;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;2146;;;;
4406;Dozwil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;295;357;347;595;109
4406;Dozwil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;62; ;;;
4406;Dozwil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;300;;;;
4406;Dozwil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;47;;;;
4411;Egnach;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;2066;2395;2297;4075;617
4411;Egnach;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;329; ;;;
4411;Egnach;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;2009;;;;
4411;Egnach;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;288;;;;
4416;Hefenhofen;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;512;601;586;1024;163
4416;Hefenhofen;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;89; ;;;
4416;Hefenhofen;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;512;;;;
4416;Hefenhofen;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;74;;;;
4421;Horn;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;1106;1357;1380;2271;466
4421;Horn;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;251; ;;;
4421;Horn;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;1165;;;;
4421;Horn;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;215;;;;
4426;Kesswil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;388;480;519;807;192
4426;Kesswil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;92; ;;;
4426;Kesswil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;419;;;;
4426;Kesswil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;100;;;;
4431;Roggwil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;1364;1539;1517;2726;330
4431;Roggwil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;175; ;;;
4431;Roggwil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;1362;;;;
4431;Roggwil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;155;;;;
4436;Romanshorn;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;3587;5362;5565;7560;3367
4436;Romanshorn;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;1775; ;;;
4436;Romanshorn;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;3973;;;;
4436;Romanshorn;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;1592;;;;
4441;Salmsach;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;514;724;687;1024;387
4441;Salmsach;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;210; ;;;
4441;Salmsach;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;510;;;;
4441;Salmsach;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;177;;;;
4446;Sommeri;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;232;278;287;491;74
4446;Sommeri;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;46; ;;;
4446;Sommeri;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;259;;;;
4446;Sommeri;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;28;;;;
4451;Uttwil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;741;930;922;1509;343
4451;Uttwil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;189; ;;;
4451;Uttwil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;768;;;;
4451;Uttwil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;154;;;;
4461;Amriswil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;4411;6658;6724;9160;4222
4461;Amriswil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;2247; ;;;
4461;Amriswil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;4749;;;;
4461;Amriswil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;1975;;;;
4471;Bischofszell;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;2171;3026;2948;4402;1572
4471;Bischofszell;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;855; ;;;
4471;Bischofszell;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;2231;;;;
4471;Bischofszell;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;717;;;;
4476;Erlen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1357;1879;1785;2694;970
4476;Erlen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;522; ;;;
4476;Erlen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1337;;;;
4476;Erlen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;448;;;;
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;902;996;942;1765;173
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;94; ;;;
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;863;;;;
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;79;;;;
4495;Hohentannen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;286;315;287;548;54
4495;Hohentannen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;29; ;;;
4495;Hohentannen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;262;;;;
4495;Hohentannen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;25;;;;
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1348;1827;1732;2704;855
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;479; ;;;
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1356;;;;
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;376;;;;
4506;Sulgen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1358;1867;1877;2796;948
4506;Sulgen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;509; ;;;
4506;Sulgen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1438;;;;
4506;Sulgen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;439;;;;
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1062;1219;1138;2065;292
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;157; ;;;
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1003;;;;
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;135;;;;
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;781;924;883;1533;274
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;143; ;;;
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;752;;;;
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;131;;;;
4545;Diessenhofen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1243;1985;1904;2542;1347
4545;Diessenhofen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;742; ;;;
4545;Diessenhofen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1299;;;;
4545;Diessenhofen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;605;;;;
4546;Schlatt;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;723;826;843;1481;188
4546;Schlatt;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;103; ;;;
4546;Schlatt;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;758;;;;
4546;Schlatt;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;85;;;;
4551;Aadorf;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;3738;4483;4360;7486;1357
4551;Aadorf;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;745; ;;;
4551;Aadorf;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;3748;;;;
4551;Aadorf;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;612;;;;
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1149;1447;1343;2249;541
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;298; ;;;
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1100;;;;
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;243;;;;
4566;Frauenfeld;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;9229;12379;12918;19365;5932
4566;Frauenfeld;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;3150; ;;;
4566;Frauenfeld;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;10136;;;;
4566;Frauenfeld;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;2782;;;;
4571;Gachnang;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1792;2141;2128;3632;637
4571;Gachnang;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;349; ;;;
4571;Gachnang;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1840;;;;
4571;Gachnang;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;288;;;;
4590;Hüttlingen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;391;433;401;757;77
4590;Hüttlingen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;42; ;;;
4590;Hüttlingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;366;;;;
4590;Hüttlingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;35;;;;
4591;Matzingen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1043;1436;1404;2122;718
4591;Matzingen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;393; ;;;
4591;Matzingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1079;;;;
4591;Matzingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;325;;;;
4601;Neunforn;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;482;518;486;939;65
4601;Neunforn;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;36; ;;;
4601;Neunforn;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;457;;;;
4601;Neunforn;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;29;;;;
4606;Stettfurt;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;553;614;599;1106;107
4606;Stettfurt;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;61; ;;;
4606;Stettfurt;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;553;;;;
4606;Stettfurt;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;46;;;;
4611;Thundorf;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;682;753;698;1338;113
4611;Thundorf;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;71; ;;;
4611;Thundorf;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;656;;;;
4611;Thundorf;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;42;;;;
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;510;560;532;1006;86
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;50; ;;;
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;496;;;;
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;36;;;;
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;586;659;652;1179;132
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;73; ;;;
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;593;;;;
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;59;;;;
4641;Altnau;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;851;1085;1121;1743;463
4641;Altnau;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;234; ;;;
4641;Altnau;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;892;;;;
4641;Altnau;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;229;;;;
4643;Bottighofen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;733;1080;1084;1474;690
4643;Bottighofen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;347; ;;;
4643;Bottighofen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;741;;;;
4643;Bottighofen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;343;;;;
4646;Ermatingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;1132;1658;1713;2372;999
4646;Ermatingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;526; ;;;
4646;Ermatingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;1240;;;;
4646;Ermatingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;473;;;;
4651;Gottlieben;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;97;179;169;202;146
4651;Gottlieben;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;82; ;;;
4651;Gottlieben;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;105;;;;
4651;Gottlieben;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;64;;;;
4656;Güttingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;641;809;795;1286;318
4656;Güttingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;168; ;;;
4656;Güttingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;645;;;;
4656;Güttingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;150;;;;
4666;Kemmental;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;1025;1268;1214;2026;456
4666;Kemmental;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;243; ;;;
4666;Kemmental;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;1001;;;;
4666;Kemmental;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;213;;;;
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;4601;10889;10906;9869;11926
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;6288; ;;;
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;5268;;;;
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;5638;;;;
